24840	愈	jyu6	X	ü	陽去	喻去
35565	諭	jyu6	X	ü	陽去	喻去
36664	輸	shyu1	s’	ü	陰平	審於
20599	偷	tau1	t’	ow	陰平	太由
20600	偸	tau1	t’	ow	陰平	太由
20843	八	baat3	p	at	陰入	丙八
20844	公	gung1	k	ung	陰平	見中
34467	蚣	gung1	k	ung	陰平	見中
38924	頌	cung6	ts’	ung	陽去	前動
35359	訟	cung6	ts’	ung	陽去	前動
20845	六	luk6	l	uk	陽入	耒卜
20846	兮	hai4	h	y	陽平	下西
30459	盻	hai6	h	y	陽去	下世
35553	諡	shi6	s’	e	陽去	時至
20849	共	gung1	k	ung	陰平	見中
20849	共	gung6	k	ung	陽去	共動
24685	恭	gung1	k	ung	陰平	見中
20379	供	gung1	k	ung	陰平	見中
40852	龔	gung1	k	ung	陰平	見中
28888	烘	hung4	h	ung	陽平	下中
27946	洪	hung4	h	ung	陽平	下中
21700	哄	hung6	h	ung	陽去	下動
39720	鬨	hung6	h	ung	陽去	下動
38311	閧	hung6	h	ung	陽去	下動
25329	拱	gung2	k	ung	陰上	見總
20853	兵	bing1	p	ing	陰平	丙丁
20854	其	ki4	k’	e	陽平	其希
28103	淇	ki4	k’	e	陽平	其希
26071	旗	ki4	k’	e	陽平	其希
